TrialIdx,a1,a2,a3,a4,a5,a6,a7,a8
0,1.372772,0.6272279999999999,2.006633822455215,2.6338618224552146,0.03623638038479893,3.047784395151126,2.438227516120901,0.609556879030225
1,1.372772,0.6272279999999999,0.6618775817445743,1.2891055817445742,0.0063412676703134,1.0276622037251326,0.8221297629801061,0.20553244074502647
2,1.372772,0.6272279999999999,0.1904362674645097,0.8176642674645096,0.015207727227269263,1.231470990097704,0.9851767920781633,0.24629419801954078
3,1.372772,0.6272279999999999,1.260399257809623,1.887627257809623,0.010602585553961319,0.4986105105238856,0.3988884084191085,0.0997221021047771
4,1.372772,0.6272279999999999,1.0250417003340662,1.652269700334066,0.016546347712223408,0.7407844444478067,0.5926275555582453,0.1481568888895613
5,1.372772,0.6272279999999999,0.5062664641566967,1.1334944641566966,0.02475763494628236,0.47691234309900477,0.38152987447920383,0.09538246861980093
6,1.372772,0.6272279999999999,2.5081605344968576,3.1353885344968573,0.004515653155747756,2.230511193908982,1.7844089551271858,0.44610223878179633
7,1.372772,0.6272279999999999,2.3760331587983305,3.00326115879833,0.03341379045935433,0.8978927895282496,0.7183142316225997,0.1795785579056499
8,1.372772,0.6272279999999999,0.521399589609242,1.148627589609242,0.009941514099387483,1.1964499036928316,0.9571599229542653,0.23928998073856625
9,1.372772,0.6272279999999999,0.3021898703107162,0.9294178703107161,0.019608737113624652,0.7310321279318219,0.5848257023454576,0.14620642558636435
10,1.372772,0.6272279999999999,1.0419753273052397,1.6692033273052396,0.005656203305175911,2.653940413257654,2.123152330606123,0.5307880826515307
11,1.372772,0.6272279999999999,1.5358107211531524,2.1630387211531525,0.03275806627636735,2.406032958957047,1.9248263671656376,0.48120659179140923
12,1.372772,0.6272279999999999,0.8384473310878335,1.4656753310878334,0.01770067478703341,2.240388552210069,1.7923108417680553,0.4480777104420137
13,1.372772,0.6272279999999999,1.7222777514019403,2.3495057514019404,0.01772895339768832,1.3648441484389435,1.091875318751155,0.27296882968778863
14,1.372772,0.6272279999999999,1.797977506396017,2.4252055063960167,0.02439647733608874,1.7289854798519566,1.3831883838815653,0.34579709597039127
15,1.372772,0.6272279999999999,0.7627462843473793,1.3899742843473792,0.013759989302198239,0.6092100939681293,0.4873680751745035,0.12184201879362583
16,1.372772,0.6272279999999999,0.124134877642462,0.7513628776424619,0.020362942055534017,1.9530382112646905,1.5624305690117524,0.390607642252938
17,1.372772,0.6272279999999999,1.4193042283403696,2.0465322283403697,0.002196879613735714,1.0241237834857486,0.8192990267885989,0.20482475669714967
18,1.372772,0.6272279999999999,0.26273955211117617,0.8899675521111761,0.003241173839596101,1.460697354733949,1.1685578837871593,0.2921394709467897
19,1.372772,0.6272279999999999,0.5990896325715069,1.2263176325715068,0.018986822990001873,0.9017798621330866,0.7214238897064693,0.18035597242661727
20,1.372772,0.6272279999999999,2.2359640212837615,2.863192021283761,0.015011632418602261,3.45961515931081,2.7676921274486483,0.6919230318621619
21,1.372772,0.6272279999999999,0.4467382184246085,1.0739662184246084,0.0032491565439145553,1.7641650633757662,1.411332050700613,0.35283301267515316
22,1.372772,0.6272279999999999,0.365139564008663,0.9923675640086629,0.013954921517682628,0.32904693666163976,0.2632375493293118,0.06580938733232794
23,1.372772,0.6272279999999999,0.9385984149449533,1.5658264149449532,0.013096899097585712,1.717037939758653,1.3736303518069226,0.34340758795173054
24,1.372772,0.6272279999999999,0.1551007119880965,0.7823287119880964,0.0063232979994301,0.5643940051529639,0.4515152041223711,0.11287880103059275
25,1.372772,0.6272279999999999,0.7482617264902371,1.375489726490237,0.024252733210247346,1.4381350977459966,1.1505080781967973,0.2876270195491992
26,1.372772,0.6272279999999999,1.889714902803294,2.5169429028032937,0.008542961142046668,0.6828673754184122,0.5462939003347298,0.13657347508368242
