TrialIdx,Diameter1_mm,Diameter2_mm,Diameter3_mm,Height1_mm,Height2_mm,Height3_mm
0,12,12,12,6,6,6
1,12,12,12,6,6,6
2,12,12,12,6,6,6
3,12,12,12,6,6,6
4,12,12,12,6,6,6
5,12,12,12,6,6,6
6,12,12,12,6,6,6
7,12,12,12,6,6,6
8,12,12,12,6,6,6
9,12,12,12,6,6,6
10,12,12,12,6,6,6
11,12,12,12,6,6,6
12,12,12,12,6,6,6
13,12,12,12,6,6,6
14,12,12,12,6,6,6
15,12,12,12,6,6,6
16,12,12,12,6,6,6
17,12,12,12,6,6,6
18,12,12,12,6,6,6
19,12,12,12,6,6,6
