TrialIdx,a1,a2,a3,a4,a5,a6,a7,a8
0,1.372772,0.6272279999999999,0.6083360966534297,1.2355640966534296,0.0019159110577544,1.7394333428289737,1.391546674263179,0.3478866685657946
1,1.372772,0.6272279999999999,0.1837551470238874,0.8109831470238873,0.0216389180322069,0.68071965330968,0.544575722647744,0.1361439306619359
2,1.372772,0.6272279999999999,1.4519576078449696,2.0791856078449698,0.012992426503068,3.3303438037824677,2.6642750430259743,0.6660687607564933
3,1.372772,0.6272279999999999,1.0350209516883178,1.6622489516883177,0.0253029263164341,1.6549021734936131,1.3239217387948905,0.3309804346987225
4,1.372772,0.6272279999999999,0.3793142913458331,1.006542291345833,0.0110465058593427,0.58710800811942,0.469686406495536,0.1174216016238839
5,1.372772,0.6272279999999999,0.8565470587595079,1.4837750587595078,0.0185041903337235,2.233297129953778,1.7866377039630223,0.4466594259907555
6,1.372772,0.6272279999999999,1.9381453150139305,2.5653733150139306,0.0111000923074873,1.5740609625472866,1.2592487700378294,0.3148121925094572
7,1.372772,0.6272279999999999,1.5749744907762495,2.2022024907762496,0.0340476363728967,2.680285559568377,2.1442284476547013,0.5360571119136752
8,1.372772,0.6272279999999999,0.6990513596880272,1.3262793596880271,0.0091252964313621,1.022050926737926,0.8176407413903409,0.2044101853475851
9,1.372772,0.6272279999999999,0.3239309248111883,0.9511589248111882,0.0178245545822357,1.0558636127481915,0.8446908901985535,0.2111727225496383
10,1.372772,0.6272279999999999,0.9922323379926006,1.6194603379926005,0.0047002691677522,0.5581585509527485,0.4465268407621988,0.1116317101905496
11,1.372772,0.6272279999999999,1.325365661393315,1.9525936613933148,0.0187408242073048,0.9535424922252678,0.7628339937802142,0.1907084984450535
12,1.372772,0.6272279999999999,0.1473514850931163,0.7745794850931162,0.0042522595949336,1.9552208022621855,1.5641766418097487,0.391044160452437
13,1.372772,0.6272279999999999,0.4378726717573933,1.0651006717573932,0.021261267690718,0.2955202317166532,0.2364161853733225,0.0591040463433306
14,1.372772,0.6272279999999999,2.133361327981752,2.7605893279817515,0.0207765422005001,2.3680731254754503,1.8944585003803605,0.4736146250950899
15,1.372772,0.6272279999999999,2.4984426006995273,3.125670600699527,0.0437276039646139,0.507532956514325,0.4060263652114599,0.1015065913028649
16,1.372772,0.6272279999999999,2.5507171065766014,3.177945106576601,0.0320507891145434,4.231111273136124,3.384889018508899,0.8462222546272246
17,1.372772,0.6272279999999999,2.5668054211603915,3.194033421160391,0.0049952977318001,1.1596473043760582,0.9277178435008466,0.2319294608752116
18,1.372772,0.6272279999999999,0.1281360042241086,0.7553640042241085,0.0194454387355476,1.3459598526329168,1.0767678821063336,0.2691919705265833
19,1.372772,0.6272279999999999,0.11427889215341125,0.7415068921534111,0.012801912558225492,0.33084929613039193,0.26467943690431356,0.06616985922607838
