Setting,Mass_g
1,0.9945
1,0.9762
1,0.9843
1,1.0070
1,0.9923
5,5.1531
5,5.1276
5,5.1672
5,5.1132
5,5.1101
8,8.2354
8,8.2386
8,8.2273
8,8.2884
8,8.1741
