Setting,Mass_g
2.5,0.0021
2.5,0.0023
2.5,0.0022
2.5,0.0023
2.5,0.0023
5.0,0.0049
5.0,0.0047
5.0,0.0048
5.0,0.0048
5.0,0.0047
10.0,0.0096
10.0,0.0097
10.0,0.0097
10.0,0.0097
10.0,0.0097
20.0,0.0198
20.0,0.0196
20.0,0.0198
20.0,0.0198
20.0,0.0196
20.0,0.0196
