Setting,Mass_g
20.0,0.02001
20.0,0.01999
20.0,0.02004
50.0,0.04762
50.0,0.04797
50.0,0.04804
100.0,0.09558
100.0,0.09560
100.0,0.09539
150.0,0.14354
150.0,0.14337
150.0,0.14312
175.0,0.16572
175.0,0.16705
175.0,0.16683
200.0,0.19075
200.0,0.19059
200.0,0.19089
