Setting,Mass_g
2.5,0.0028
2.5,0.0039
2.5,0.0028
2.5,0.0023
2.5,0.0025
5,0.0047
5,0.0048
5,0.0046
5,0.0047
5,0.0045
10,0.0099
10,0.0084
10,0.0090
10,0.0087
10,0.0088
20,0.0178
20,0.0174
20,0.0173
20,0.0176
20,0.0178
