TrialIdx,Diameter1_mm,Diameter2_mm,Diameter3_mm,Height1_mm,Height2_mm,Height3_mm
0,12,12,12,6,6,6
1,12,12,12,6,6,6
2,12,12,12,6,6,6
3,12,12,12,6,6,6
4,12,12,12,6,6,6
5,12,12,12,6,6,6
